Last Updated Date,Last Updated Date일,Employer,Doing Business As,Account Status,Opted into E-Verify+,Date Enrolled,Date Terminated,Workforce Size,Hiring Site Locations,Number of Hiring Sites,레코드 수
2026. 1. 28.,2026년 1월 28일,Chapman Custom Baths,Chapman Custom Baths,Open,Yes,01/28/2026,,10 to 19,IN,1,1
2026. 1. 28.,2026년 1월 28일,Charlie Clarks Steakhouse,Charlie Clarks Steakhouse,Terminated,Yes,01/28/2026,01/28/2026,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,ChemStation Philadelphia LTD.,,Open,No,01/28/2026,,20 to 99,PA,1,1
2026. 1. 28.,2026년 1월 28일,"Chrysalis Autism Center, Inc.",,Open,Yes,01/28/2026,,10 to 19,SC,1,1
2026. 1. 28.,2026년 1월 28일,City of Lytle,City of Lytle,Open,Yes,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,City of Raleigh,,Open,No,01/28/2026,,"5,000 to 9,999",NC,1,1
2026. 1. 28.,2026년 1월 28일,"Clinton Street Dental, PLLC","Clinton Street Dental, PLLC",Open,Yes,01/28/2026,,5 to 9,NY,1,1
2026. 1. 28.,2026년 1월 28일,CLOSE TO HOME III LLC,CLOSE TO HOME III LLC,Open,Yes,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,CLT II LLC,Lucky Lous American Grill,Open,Yes,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,CNA LANGUAGE SCHOOL BOSTON LLC,,Open,No,01/28/2026,,20 to 99,MA,1,1
2026. 1. 28.,2026년 1월 28일,"COIL CONSTRUCTION, INC.",,Open,Yes,01/28/2026,,20 to 99,MO,1,1
2026. 1. 28.,2026년 1월 28일,Combined Roofing Services LLC,,Open,Yes,01/28/2026,,20 to 99,IL,1,1
2026. 1. 28.,2026년 1월 28일,CONFIDENTIAL CANINE SERVICES INC,TEAM K9 ,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,conker fitness llc,fitness machine technicians,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,Consolidated Garage Doors,,Open,No,01/28/2026,,10 to 19,IL,1,1
2026. 1. 28.,2026년 1월 28일,"Continental Auto/Truck Service Center, Inc.",,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Continua Home Health LLC,Residential Home Health of Kansas,Open,No,01/28/2026,,20 to 99,MO,1,1
2026. 1. 28.,2026년 1월 28일,COOPERATIVE BAPTIST FELLOWSHIP,COOPERATIVE BAPTIST FELLOWSHIP,Open,Yes,01/28/2026,,20 to 99,GA,1,1
2026. 1. 28.,2026년 1월 28일,County of Los Angeles - Homeless Services and Housing,,Open,Yes,01/28/2026,,500 to 999,CA,1,1
2026. 1. 28.,2026년 1월 28일,"CRA85,LLC",Crumbl,Open,Yes,01/28/2026,,20 to 99,AL,1,1
2026. 1. 28.,2026년 1월 28일,"Craft Machine US, Inc.",,Open,No,01/09/2026,,20 to 99,"AZ,CA,GA,MA,TX,UT,WA",10,1
2026. 1. 28.,2026년 1월 28일,Craft3,,Open,No,01/28/2026,,20 to 99,"OR,WA",3,1
2026. 1. 28.,2026년 1월 28일,"Crippen Woodworks, Inc.",,Open,Yes,01/28/2026,,10 to 19,GA,1,1
2026. 1. 28.,2026년 1월 28일,Curio Casa Mani Resort Napa Valley,Curio Casa Mani Resort Napa Valley,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Custom Outfitters Plus,,Open,Yes,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,"CustomPP, LLC",CustomPlus Pharmacy,Open,Yes,01/28/2026,,10 to 19,IN,1,1
2026. 1. 28.,2026년 1월 28일,D JARMER FLOORING,,Open,Yes,01/28/2026,,10 to 19,MD,1,1
2026. 1. 28.,2026년 1월 28일,Daikin TMI HOLDINGS LLC,Daikin TMI HOLDINGS LLC,Terminated,No,01/22/2026,01/28/2026,100 to 499,TX,1,1
2026. 1. 28.,2026년 1월 28일,DALY KAIGO CORPORATION,,Open,No,01/28/2026,,20 to 99,CO,1,1
2026. 1. 28.,2026년 1월 28일,"Daniel A. Terreri and Sons, Inc.","Daniel A. Terreri and Sons, Inc.",Open,Yes,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,Dawn of Hope Inc.,,Open,Yes,01/28/2026,,100 to 499,TN,1,1
2026. 1. 28.,2026년 1월 28일,DCMA Special Programs,DCMA Special Programs,Open,Yes,01/28/2026,,"1,000 to 2,499",VA,1,1
2026. 1. 28.,2026년 1월 28일,"Deltech ,inc",Deltech furnaces ,Open,Yes,01/28/2026,,5 to 9,CO,1,1
2026. 1. 28.,2026년 1월 28일,Design Dentistry LLC,,Open,No,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,Dexlock Inc,Dexlock,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,Digital Watchman LLC,Digital Watchman LLC,Open,Yes,01/28/2026,,5 to 9,OH,1,1
2026. 1. 28.,2026년 1월 28일,"Diversified PHL, Inc",,Open,Yes,01/28/2026,,100 to 499,PA,1,1
2026. 1. 28.,2026년 1월 28일,Doxa Church,,Open,Yes,01/28/2026,,5 to 9,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Dracool USA Inc,,Open,No,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,"Drury Concrete Coatings, LLC",Drury Concrete Coatings,Open,Yes,01/28/2026,,20 to 99,MO,2,1
2026. 1. 28.,2026년 1월 28일,DS & AB Inc,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Dynamic Solutions of Colorado LLC,,Open,Yes,01/28/2026,,10 to 19,CO,1,1
2026. 1. 28.,2026년 1월 28일,"E.C. Phillips & Son, Inc.",,Open,No,01/28/2026,,100 to 499,AK,3,1
2026. 1. 28.,2026년 1월 28일,Eclipse Holdings LLC 2957390,,Open,No,01/27/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,"Eden Family of Companies Group, Inc.",,Open,No,01/28/2026,,100 to 499,FL,1,1
2026. 1. 28.,2026년 1월 28일,El dorado Trucking Software,EDTS,Open,Yes,01/28/2026,,5 to 9,CA,1,1
2026. 1. 28.,2026년 1월 28일,El Nene LLC II,,Open,Yes,01/28/2026,,10 to 19,AZ,1,1
2026. 1. 28.,2026년 1월 28일,Elder Homecare LLC,,Open,No,01/28/2026,,100 to 499,TX,1,1
2026. 1. 28.,2026년 1월 28일,ELECTRICAL SERVICE & SUPPLY,,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,ELITE HOME CARE SERVICES LLC,,Open,Yes,01/28/2026,,100 to 499,AZ,1,1
2026. 1. 28.,2026년 1월 28일,ELMPROS HOTEL LLC,DOUBLETREE BY HILTON - CRANBERRY,Open,Yes,01/28/2026,,20 to 99,PA,1,1
2026. 1. 28.,2026년 1월 28일,EMPIRE STATE MEDICAL INC.,,Open,No,01/28/2026,,20 to 99,NY,2,1
2026. 1. 28.,2026년 1월 28일,enFAMILIA INC,enFAMILIA INC,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,ESM Consulting Engineers. LLC,,Open,Yes,01/28/2026,,20 to 99,WA,1,1
2026. 1. 28.,2026년 1월 28일,EV MIAMI GARAGE LLC,EV MIAMI GARAGE LLC,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Events Intermediate, LLC","Cohera, LLC",Open,Yes,01/28/2026,,"2,500 to 4,999",CA,1,1
2026. 1. 28.,2026년 1월 28일,Evergreen Somerby LLC,,Open,No,01/28/2026,,20 to 99,MN,1,1
2026. 1. 28.,2026년 1월 28일,Exegy Inc.,,Open,No,01/28/2026,,100 to 499,MO,1,1
2026. 1. 28.,2026년 1월 28일,EXFO America Inc.,,Open,Yes,01/27/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,"EyeKon Medical, Inc",,Open,Yes,01/27/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Faces Boutique LTD,Facse DaySpa,Open,Yes,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,Falkinburg Tree Expert Co. LLC,"Falkinburg Tree Expert Co, LLC",Open,Yes,01/28/2026,,5 to 9,NJ,1,1
2026. 1. 28.,2026년 1월 28일,Fallon Chambers Insurance Agency Inc,,Open,Yes,01/28/2026,,5 to 9,OH,1,1
2026. 1. 28.,2026년 1월 28일,"Fay Hospitality Catskills, LLC",,Open,No,01/28/2026,,100 to 499,NY,1,1
2026. 1. 28.,2026년 1월 28일,"Fay VR Management, LLC",,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,FC Automotive Holdings LLC,Hudson Tire and Service,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,Fermins Restaurant INC,,Open,Yes,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,"Final Tier Waterproofing, LLC",,Open,No,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,First Primary Home Care Inc.,,Open,No,01/28/2026,,"1,000 to 2,499",TX,3,1
2026. 1. 28.,2026년 1월 28일,Fish Network Inc,N/A,Open,Yes,01/28/2026,,10 to 19,NJ,1,1
2026. 1. 28.,2026년 1월 28일,"Florida Press Service, Inc",Intersect Media Solutions,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,Florida State Construction LLC,Florida State Construction llc,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,Florida Systems Group,,Open,No,01/28/2026,,10 to 19,NJ,1,1
2026. 1. 28.,2026년 1월 28일,FM Professionals LLC,,Open,No,01/28/2026,,20 to 99,"AZ,CA,DE,FL,GA,NJ,TX",7,1
2026. 1. 28.,2026년 1월 28일,FM TECH LLC,,Open,Yes,01/28/2026,,5 to 9,TX,1,1
2026. 1. 28.,2026년 1월 28일,"FOOD IQ, LLC",Hands On Gourmet,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,FORGE GROWTH INFRASTRUCTURE MANAGEMENT LLC,,Open,No,01/28/2026,,5 to 9,NY,1,1
2026. 1. 28.,2026년 1월 28일,"Forged Fiber 37 Services, LLC",,Open,No,01/28/2026,,"1,000 to 2,499",TX,1,1
2026. 1. 28.,2026년 1월 28일,FOSTER FINANCIAL SERVICES,FOSTER FINANCIAL SERVICES,Open,Yes,01/28/2026,,10 to 19,IN,1,1
2026. 1. 28.,2026년 1월 28일,FREIGHT BREAKERS LLC,,Open,No,01/28/2026,,"1,000 to 2,499",NC,1,1
2026. 1. 28.,2026년 1월 28일,Freshe Poke 3 LLC,Freshe Poke,Open,Yes,01/28/2026,,20 to 99,SC,1,1
2026. 1. 28.,2026년 1월 28일,"Friends Chiropractic, P.C.",,Open,Yes,01/28/2026,,5 to 9,NY,2,1
2026. 1. 28.,2026년 1월 28일,"FSNY Restaurant Associates, LLC",,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,FULL MOON CREATIVE LLC,,Open,Yes,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,FUN AND FUNCTION,,Open,Yes,01/28/2026,,20 to 99,PA,1,1
2026. 1. 28.,2026년 1월 28일,Garbin Sports Inc 2958524,,Open,No,01/28/2026,,5 to 9,MI,1,1
2026. 1. 28.,2026년 1월 28일,Geib Buttercut Enterprises LLC,,Open,No,01/28/2026,,100 to 499,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Gem Electrical Contracting,LLC",,Open,Yes,01/14/2026,,10 to 19,NJ,2,1
2026. 1. 28.,2026년 1월 28일,"GEN Global Solutions, LLC",,Open,Yes,01/28/2026,,5 to 9,"FL,TX",2,1
2026. 1. 28.,2026년 1월 28일,General Clarifier Corporation,GENERAL CARBON CORPORATION,Open,Yes,01/28/2026,,10 to 19,NJ,1,1
2026. 1. 28.,2026년 1월 28일,GL Contracting LLC,,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,"Government Consulting Partners, Inc.",GCP,Open,Yes,01/28/2026,,5 to 9,CA,1,1
2026. 1. 28.,2026년 1월 28일,Grand Stage Lighting,Grand Stage Lighting,Open,No,01/28/2026,,20 to 99,IL,1,1
2026. 1. 28.,2026년 1월 28일,Greenleaf Trust,,Open,No,01/28/2026,,100 to 499,"DE,MI",2,1
2026. 1. 28.,2026년 1월 28일,Grievous Angel Lakeland LLC,,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Habeeb Associates Inc,,Open,Yes,01/28/2026,,20 to 99,MA,2,1
2026. 1. 28.,2026년 1월 28일,Hasan Badday MD PC,Pacific Pain & Regenerative Medicine,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Havas Annex,,Open,No,01/28/2026,,10 to 19,IL,1,1
2026. 1. 28.,2026년 1월 28일,HBBB LLC,HBBB LLC,Open,Yes,01/28/2026,,10 to 19,GA,1,1
2026. 1. 28.,2026년 1월 28일,"HEALTH AND WELLNESS OF FAIRFIELD, LLC",,Open,No,01/28/2026,,5 to 9,CT,1,1
2026. 1. 28.,2026년 1월 28일,Health Group Inc.,XHG Labs,Open,Yes,01/28/2026,,5 to 9,OH,2,1
2026. 1. 28.,2026년 1월 28일,HENDEL LAWNCARE INC,,Open,Yes,01/28/2026,,10 to 19,MO,1,1
2026. 1. 28.,2026년 1월 28일,Hirenest Global LLC,,Open,Yes,01/28/2026,,"1,000 to 2,499",WY,1,1
2026. 1. 28.,2026년 1월 28일,"HMS HANDPRINTS, LLC",,Open,No,01/28/2026,,10 to 19,NC,1,1
2026. 1. 28.,2026년 1월 28일,HORIZON LAND CO LLC,HORIZON LAND CO LLC,Open,Yes,01/28/2026,,100 to 499,MD,1,1
2026. 1. 28.,2026년 1월 28일,HTLV PORTLAND TRS LLC,The Press Hotel,Open,Yes,01/28/2026,,20 to 99,ME,1,1
2026. 1. 28.,2026년 1월 28일,Humanitarian Social Innovations,,Open,No,01/28/2026,,5 to 9,PA,1,1
2026. 1. 28.,2026년 1월 28일,HVACR International,,Open,No,01/28/2026,,10 to 19,NJ,1,1
2026. 1. 28.,2026년 1월 28일,"HYRE STAFFING, INC",,Terminated,No,01/20/2026,02/28/2026,100 to 499,"CA,FL,IL,NJ,SC",11,1
2026. 1. 28.,2026년 1월 28일,Imperial Valley Healthcare District,,Open,No,01/28/2026,,"1,000 to 2,499",CA,1,1
2026. 1. 28.,2026년 1월 28일,Indusys Technology Inc,Indusys Technology Inc,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Innovayte LLC,,Open,No,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,Inspire Early Education,,Open,No,01/28/2026,,"1,000 to 2,499","IL,MA,MO,NJ,NY,OH,PA",74,1
2026. 1. 28.,2026년 1월 28일,Inter-Coastal Electronics LLC,,Open,No,01/28/2026,,20 to 99,AZ,1,1
2026. 1. 28.,2026년 1월 28일,"International Drive Hotel, LLC",,Open,No,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,Interpower Induction Corporation 2958663,,Open,No,01/28/2026,,20 to 99,MI,1,1
2026. 1. 28.,2026년 1월 28일,iThriveMD PC,,Open,Yes,01/28/2026,,10 to 19,CA,1,1
2026. 1. 28.,2026년 1월 28일,JB Drax Honore inc.,JB Drax Honore Inc.,Open,Yes,01/28/2026,,20 to 99,"FL,NY",2,1
2026. 1. 28.,2026년 1월 28일,JLV CREATIVE DESIGN GROUP LLC,,Open,Yes,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,JRx Pharmacy LLC,Butterfly Pharmacy,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,JUPITER POWER MANAGEMENT LLC,,Open,No,01/28/2026,,10 to 19,NY,1,1
2026. 1. 28.,2026년 1월 28일,JW Watts Tax Service,,Open,No,01/28/2026,,5 to 9,SC,1,1
2026. 1. 28.,2026년 1월 28일,KASTHALL NORTH AMERICA INC,,Open,No,01/28/2026,,5 to 9,NY,1,1
2026. 1. 28.,2026년 1월 28일,KBS STL LLC,,Open,No,01/28/2026,,20 to 99,MO,1,1
2026. 1. 28.,2026년 1월 28일,Kearey Builders Inc,,Terminated,Yes,01/28/2026,01/28/2026,10 to 19,NC,1,1
2026. 1. 28.,2026년 1월 28일,Keeler Ridgefield B LLC,,Open,No,01/28/2026,,100 to 499,CT,1,1
2026. 1. 28.,2026년 1월 28일,Keeler Ridgefield G LLC,,Open,No,01/28/2026,,100 to 499,CT,1,1
2026. 1. 28.,2026년 1월 28일,"Kelvin Systems, Inc.",,Open,Yes,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,"KENTUCKY EQUINE MEDICAL ASSOCIATES, PLLC",,Open,No,01/28/2026,,10 to 19,KY,1,1
2026. 1. 28.,2026년 1월 28일,KID CITY USA LAS VEGAS,,Open,Yes,01/28/2026,,20 to 99,NV,1,1
2026. 1. 28.,2026년 1월 28일,"Kinamed, Inc.",,Open,Yes,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,Kinross Fab & Machine Inc. 2958529,,Open,No,01/28/2026,,20 to 99,MI,1,1
2026. 1. 28.,2026년 1월 28일,KJS Holding Corp,,Open,No,01/28/2026,,10 to 19,NY,1,1
2026. 1. 28.,2026년 1월 28일,KleenMark,KleenMark,Open,Yes,01/28/2026,,"1,000 to 2,499",WI,1,1
2026. 1. 28.,2026년 1월 28일,"Kompose Maingate, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Kompose Sarasota, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Konrady and Son Construction, LLC",,Open,Yes,01/28/2026,,20 to 99,NC,1,1
2026. 1. 28.,2026년 1월 28일,"Kozy Houston North Hotel, LLC",,Open,No,01/28/2026,,20 to 99,TX,1,1
2026. 1. 28.,2026년 1월 28일,Kubota of Northwest Arkansas,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,"Language Testing International, Inc. 2952306",,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,Las Cruces Dental Associates PC,Las Cruces Dental Associates,Open,No,01/28/2026,,10 to 19,NM,1,1
2026. 1. 28.,2026년 1월 28일,LAUREN WARD,,Open,No,01/28/2026,,10 to 19,MO,1,1
2026. 1. 28.,2026년 1월 28일,LEE FAMILY ENTERPRISES,A.B. LEE MEAT MARKET,Open,Yes,01/28/2026,,5 to 9,GA,1,1
2026. 1. 28.,2026년 1월 28일,"Legacy Orthopaedics, Inc.","Legacy Orthopaedics, Inc.",Open,Yes,01/28/2026,,20 to 99,CA,6,1
2026. 1. 28.,2026년 1월 28일,Legends Air Center LLC,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Lets Work Ohio LLC,,Open,Yes,01/28/2026,,10 to 19,OH,1,1
2026. 1. 28.,2026년 1월 28일,Lewis Automotive Group,,Open,No,01/28/2026,,20 to 99,AR,2,2
2026. 1. 28.,2026년 1월 28일,Lewis Automotive Group,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,LHP CCEB1 LLC,,Open,No,01/28/2026,,10 to 19,GA,1,1
2026. 1. 28.,2026년 1월 28일,Lightbridge Corporation,Lightbridge Corporation,Open,Yes,01/28/2026,,10 to 19,VA,1,1
2026. 1. 28.,2026년 1월 28일,"LINKS CAR WASH, LLC",,Terminated,No,01/06/2026,02/28/2026,20 to 99,NC,1,1
2026. 1. 28.,2026년 1월 28일,Lou Legacy LLC,Talented Tots-Kearney,Open,Yes,01/28/2026,,20 to 99,MO,1,1
2026. 1. 28.,2026년 1월 28일,"Lous Police Distributors, Inc.",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Lucky Paws BCS, LLC",,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,"LUDIA CONSULTING, INC",,Open,No,01/28/2026,,20 to 99,CO,1,1
2026. 1. 28.,2026년 1월 28일,Lynden Door,,Open,No,01/28/2026,,500 to 999,WA,1,1
2026. 1. 28.,2026년 1월 28일,M Judson LLC,,Open,No,01/28/2026,,20 to 99,SC,1,1
2026. 1. 28.,2026년 1월 28일,"M. S. Russnak Industries, Inc.",,Open,Yes,01/28/2026,,10 to 19,VA,1,1
2026. 1. 28.,2026년 1월 28일,M.A. Construction Group LLC,,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,Macie and Milos Brew Pup LLC,,Open,Yes,01/28/2026,,10 to 19,SC,1,1
2026. 1. 28.,2026년 1월 28일,Macon Health Center,Macon County Health Department,Open,Yes,01/28/2026,,5 to 9,MO,1,1
2026. 1. 28.,2026년 1월 28일,Magnolia Springs Veterinary Center,,Open,Yes,01/28/2026,,20 to 99,WI,1,1
2026. 1. 28.,2026년 1월 28일,MannComm Solutions LLC,,Open,Yes,01/28/2026,,5 to 9,GA,1,1
2026. 1. 28.,2026년 1월 28일,Manova Partners Inc.,Manova Partners Inc.,Open,Yes,01/28/2026,,20 to 99,"CA,FL",2,1
2026. 1. 28.,2026년 1월 28일,Marcy 2000 Inc,,Open,Yes,01/28/2026,,10 to 19,PA,1,1
2026. 1. 28.,2026년 1월 28일,MARINE MAINTENANCE MANAGERS LLC,,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,MARLOW INC,MARLOW,Open,Yes,01/28/2026,,20 to 99,HI,1,1
2026. 1. 28.,2026년 1월 28일,MARRA SERVICES INC,MARRA SERVICES INC,Open,Yes,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,MASHIMA CONSTRUCTION,,Open,No,01/28/2026,,10 to 19,HI,1,1
2026. 1. 28.,2026년 1월 28일,MAXON ALCO PROPERTIES LLC,,Open,No,01/28/2026,,20 to 99,NY,1,1
2026. 1. 28.,2026년 1월 28일,MBZUAI LABS USA INC,,Open,No,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,MCD Global Health 2957357,,Open,No,01/28/2026,,100 to 499,ME,1,1
2026. 1. 28.,2026년 1월 28일,MDC Revenue Cycle LLC,MDC Revenue Cycle,Open,Yes,01/28/2026,,5 to 9,FL,1,1
2026. 1. 28.,2026년 1월 28일,"MEDIAJEL, INC",,Open,No,01/28/2026,,10 to 19,CA,1,1
2026. 1. 28.,2026년 1월 28일,"Mega Gym, Inc.",,Open,Yes,01/28/2026,,20 to 99,KY,1,1
2026. 1. 28.,2026년 1월 28일,"MegaFit Meals, LLC",,Open,Yes,01/28/2026,,100 to 499,KY,1,1
2026. 1. 28.,2026년 1월 28일,"Memorysmith Facility Services, LLC",,Open,Yes,01/28/2026,,5 to 9,GA,1,1
2026. 1. 28.,2026년 1월 28일,MFA Incorporated,,Open,No,01/28/2026,,"1,000 to 2,499",MO,1,1
2026. 1. 28.,2026년 1월 28일,"Miami K Airport Hotel, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Micron Precision LLC,,Open,No,01/28/2026,,100 to 499,"AL,IL,NC,OH,SC",7,1
2026. 1. 28.,2026년 1월 28일,MILLEDGE DENTAL PARTNERS LLC,,Open,No,01/28/2026,,20 to 99,TN,9,1
2026. 1. 28.,2026년 1월 28일,MLC Plumbing LLC,Buds Plumbing,Open,Yes,01/28/2026,,100 to 499,"IN,NE,OH",3,1
2026. 1. 28.,2026년 1월 28일,MN1613 Heroes Minds,,Open,No,01/28/2026,,5 to 9,TX,1,1
2026. 1. 28.,2026년 1월 28일,Modern Mechanical Ice Systems LLc,,Open,Yes,01/28/2026,,20 to 99,MN,1,1
2026. 1. 28.,2026년 1월 28일,Montgomery County Community College,,Open,No,01/28/2026,,"1,000 to 2,499",PA,1,1
2026. 1. 28.,2026년 1월 28일,MP CARE II LLC,,Open,No,01/28/2026,,20 to 99,NC,1,1
2026. 1. 28.,2026년 1월 28일,MRM Enterprises LLC,,Open,No,01/28/2026,,500 to 999,TX,1,1
2026. 1. 28.,2026년 1월 28일,MS6 Electrical LLC,,Open,Yes,01/28/2026,,5 to 9,TX,1,1
2026. 1. 28.,2026년 1월 28일,MYR32SC03 LLC,,Open,No,01/28/2026,,100 to 499,SC,1,1
2026. 1. 28.,2026년 1월 28일,Naomi Pierce Services LLC,Chin Up! Aesthetics,Open,Yes,01/28/2026,,10 to 19,GA,1,1
2026. 1. 28.,2026년 1월 28일,NATURAL SYSTEMS UTILITIES,,Open,No,01/28/2026,,20 to 99,CA,1,1
2026. 1. 28.,2026년 1월 28일,NEW RIVER YOUNG MENS CHRISTIAN ASSOCIATION ONSLOW INC,,Open,No,01/28/2026,,100 to 499,NC,1,1
2026. 1. 28.,2026년 1월 28일,Newco DFW LLC,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,NewLife Wesleyan Church,,Open,Yes,01/28/2026,,20 to 99,MD,1,1
2026. 1. 28.,2026년 1월 28일,Newport Columbus Easton Management,,Open,No,01/28/2026,,20 to 99,OH,1,1
2026. 1. 28.,2026년 1월 28일,Newton County Sheriff Office,,Open,Yes,01/28/2026,,100 to 499,GA,1,1
2026. 1. 28.,2026년 1월 28일,Noble Inc,,Open,No,01/28/2026,,100 to 499,"CO,ND,WY",4,1
2026. 1. 28.,2026년 1월 28일,Northern Beverage Distributing LLC,,Open,No,01/28/2026,,100 to 499,MN,1,1
2026. 1. 28.,2026년 1월 28일,Northern Duct LLC,Northern Duct LLC,Open,Yes,01/28/2026,,10 to 19,FL,1,1
2026. 1. 28.,2026년 1월 28일,"Northern Nevada Allergy Clinic, LTD-Jeffrey Nugent MD","Northern Nevada Allergy Clinic, LTD",Open,Yes,01/28/2026,,20 to 99,NV,1,1
2026. 1. 28.,2026년 1월 28일,Nspire Miami Lakes,Nspire Miami Lakes,Open,Yes,01/28/2026,,100 to 499,FL,1,1
2026. 1. 28.,2026년 1월 28일,NWA Maintenance LLC,,Open,No,01/28/2026,,100 to 499,AR,1,1
2026. 1. 28.,2026년 1월 28일,Oak Ridge Schools,,Open,Yes,01/28/2026,,500 to 999,TN,1,1
2026. 1. 28.,2026년 1월 28일,Ode Tire Centers Inc,Ode Auto Repair & Tire,Open,Yes,01/28/2026,,5 to 9,MI,1,1
2026. 1. 28.,2026년 1월 28일,Ohio Department of Youth Services,,Open,Yes,01/28/2026,,"1,000 to 2,499",OH,4,1
2026. 1. 28.,2026년 1월 28일,ONE LOVE PALLIATIVE HOSPICE CARE INc,,Open,Yes,01/28/2026,,10 to 19,TX,1,1
2026. 1. 28.,2026년 1월 28일,"One Way Air, LLC",,Open,No,01/28/2026,,20 to 99,FL,1,1
2026. 1. 28.,2026년 1월 28일,Onyx Lab Service,Onyx Lab Service,Open,No,01/28/2026,,20 to 99,NC,1,1
